ReadID	SampleName	SampleID	ReadLength	ReadAvgQualScore
GSXD9VZ02JC20K	10_S_B01_2010_12_17_2	10_S_B01	537	35
GSXD9VZ02HCVI0	10_S_B01_2010_12_17_2	10_S_B01	512	35
GSXD9VZ02HAMBM	10_S_B01_2010_12_17_2	10_S_B01	489	36
GSXD9VZ02IDOR9	10_S_B01_2010_12_17_2	10_S_B01	481	37
GSXD9VZ02FTNYI	10_S_B01_2010_12_17_2	10_S_B01	502	36
GSXD9VZ02GZQDY	10_S_B01_2010_12_17_2	10_S_B01	484	36
GSXD9VZ02GLIIA	10_S_B01_2010_12_17_2	10_S_B01	522	36
GSXD9VZ02ICWZ1	10_S_B01_2010_12_17_2	10_S_B01	515	36
GSXD9VZ02H6BLB	10_S_B01_2010_12_17_2	10_S_B01	495	37
GSXD9VZ02F4AO6	10_S_B01_2010_12_17_2	10_S_B01	517	36
GSXD9VZ02HZF5X	10_S_B01_2010_12_17_2	10_S_B01	495	38
GSXD9VZ02F8PN5	10_S_B01_2010_12_17_2	10_S_B01	523	34
GSXD9VZ02F1S1F	10_S_B01_2010_12_17_2	10_S_B01	478	38
GSXD9VZ02HU1ME	10_S_B01_2010_12_17_2	10_S_B01	513	35
GSXD9VZ02ID484	10_S_B01_2010_12_17_2	10_S_B01	535	35
GSXD9VZ02IGZNT	10_S_B01_2010_12_17_2	10_S_B01	529	36
GSXD9VZ02JCCPF	10_S_B01_2010_12_17_2	10_S_B01	521	36
GSXD9VZ02GGYG4	10_S_B01_2010_12_17_2	10_S_B01	533	34
GSXD9VZ02JGNFK	10_S_B01_2010_12_17_2	10_S_B01	515	37
GSXD9VZ02G1L2L	10_S_B01_2010_12_17_2	10_S_B01	488	36
GSXD9VZ02G0Y3K	10_S_B01_2010_12_17_2	10_S_B01	478	36
GSXD9VZ02F8VG6	10_S_B01_2010_12_17_2	10_S_B01	521	34
GSXD9VZ02I2SBH	10_S_B01_2010_12_17_2	10_S_B01	528	28
GSXD9VZ02H1DRL	10_S_B01_2010_12_17_2	10_S_B01	546	34
GSXD9VZ02HR6Q3	10_S_B01_2010_12_17_2	10_S_B01	542	36
GSXD9VZ02H7QTU	10_S_B01_2010_12_17_2	10_S_B01	513	35
GSXD9VZ02JSL0X	10_S_B01_2010_12_17_2	10_S_B01	528	36
GSXD9VZ02HSNE0	10_S_B01_2010_12_17_2	10_S_B01	477	38
GSXD9VZ02HJH4E	10_S_B01_2010_12_17_2	10_S_B01	491	37
GSXD9VZ02IFFBD	10_S_B01_2010_12_17_2	10_S_B01	469	35
GSXD9VZ02IZSIS	10_S_B01_2010_12_17_2	10_S_B01	473	37
GSXD9VZ02GL4DQ	10_S_B01_2010_12_17_2	10_S_B01	536	32
GSXD9VZ02IHC4F	10_S_B01_2010_12_17_2	10_S_B01	344	32
GSXD9VZ02HCD9M	10_S_B01_2010_12_17_2	10_S_B01	544	34
GSXD9VZ02IOFF5	10_S_B01_2010_12_17_2	10_S_B01	542	35
GSXD9VZ02G9LAN	10_S_B01_2010_12_17_2	10_S_B01	511	36
GSXD9VZ02JBNGG	10_S_B01_2010_12_17_2	10_S_B01	412	32
GSXD9VZ02F6CEP	10_S_B01_2010_12_17_2	10_S_B01	516	34
GSXD9VZ02I22D4	10_S_B01_2010_12_17_2	10_S_B01	511	37
GSXD9VZ02GLYON	10_S_B01_2010_12_17_2	10_S_B01	496	37
GSXD9VZ02G3A29	10_S_B01_2010_12_17_2	10_S_B01	511	29
GSXD9VZ02IKT12	10_S_B01_2010_12_17_2	10_S_B01	342	30
GSXD9VZ02HSYHM	10_S_B01_2010_12_17_2	10_S_B01	511	36
GSXD9VZ02FT3BN	10_S_B01_2010_12_17_2	10_S_B01	488	37
GSXD9VZ02G3JLS	10_S_B01_2010_12_17_2	10_S_B01	488	37
GSXD9VZ02GLT3I	10_S_B01_2010_12_17_2	10_S_B01	516	35
GSXD9VZ02F2MMB	10_S_B01_2010_12_17_2	10_S_B01	482	34
GSXD9VZ02FZ9OC	10_S_B01_2010_12_17_2	10_S_B01	512	35
GSXD9VZ02ILP5H	10_S_B01_2010_12_17_2	10_S_B01	493	36
GSXD9VZ02HUIJ4	10_S_B01_2010_12_17_2	10_S_B01	257	32
GSXD9VZ02G9H42	10_S_B01_2010_12_17_2	10_S_B01	494	34
GSXD9VZ02GY4TK	10_S_B01_2010_12_17_2	10_S_B01	495	35
GSXD9VZ02FQJM5	10_S_B01_2010_12_17_2	10_S_B01	528	36
GSXD9VZ02IISQA	10_S_B01_2010_12_17_2	10_S_B01	276	33
GSXD9VZ02HOFA6	10_S_B01_2010_12_17_2	10_S_B01	453	36
GSXD9VZ02GCBW3	10_S_B01_2010_12_17_2	10_S_B01	512	36
GSXD9VZ02HZGEN	10_S_B01_2010_12_17_2	10_S_B01	482	35
GSXD9VZ02HMG6U	10_S_B01_2010_12_17_2	10_S_B01	515	36
GSXD9VZ02IQUVS	10_S_B01_2010_12_17_2	10_S_B01	433	32
GSXD9VZ02JZJ8B	10_S_B01_2010_12_17_2	10_S_B01	521	34
GSXD9VZ02GVZQ3	10_S_B01_2010_12_17_2	10_S_B01	512	32
GSXD9VZ02I483U	10_S_B01_2010_12_17_2	10_S_B01	511	36
GSXD9VZ02INPN7	10_S_B01_2010_12_17_2	10_S_B01	474	33
GSXD9VZ02JVLDL	10_S_B01_2010_12_17_2	10_S_B01	514	33
GSXD9VZ02JLN23	10_S_B01_2010_12_17_2	10_S_B01	490	35
GSXD9VZ02IYFZU	10_S_B01_2010_12_17_2	10_S_B01	515	36
GSXD9VZ02JWD5Z	10_S_B01_2010_12_17_2	10_S_B01	399	30
GSXD9VZ02FOPKG	10_S_B01_2010_12_17_2	10_S_B01	521	29
GSXD9VZ02JPWFJ	10_S_B01_2010_12_17_2	10_S_B01	480	35
GSXD9VZ02GEUBU	10_S_B01_2010_12_17_2	10_S_B01	536	35
GSXD9VZ02F0NZ1	10_S_B01_2010_12_17_2	10_S_B01	482	36
GSXD9VZ02HVGKO	10_S_B01_2010_12_17_2	10_S_B01	489	36
GSXD9VZ02J12VU	10_S_B01_2010_12_17_2	10_S_B01	488	37
GSXD9VZ02IMBJW	10_S_B01_2010_12_17_2	10_S_B01	508	32
GSXD9VZ02HXZSL	10_S_B01_2010_12_17_2	10_S_B01	529	35
GSXD9VZ02FYKBP	10_S_B01_2010_12_17_2	10_S_B01	497	37
GSXD9VZ02I3SQ2	10_S_B01_2010_12_17_2	10_S_B01	473	36
GSXD9VZ02IE7ZW	10_S_B01_2010_12_17_2	10_S_B01	209	30
GSXD9VZ02FVCQK	10_S_B01_2010_12_17_2	10_S_B01	519	36
GSXD9VZ02INIS8	10_S_B01_2010_12_17_2	10_S_B01	516	34
GSXD9VZ02GI509	10_S_B01_2010_12_17_2	10_S_B01	377	38
GSXD9VZ02JMSKF	10_S_B01_2010_12_17_2	10_S_B01	527	33
GSXD9VZ02G57AA	10_S_B01_2010_12_17_2	10_S_B01	320	38
GSXD9VZ02H2AKF	10_S_B01_2010_12_17_2	10_S_B01	484	37
GSXD9VZ02HHLFI	10_S_B01_2010_12_17_2	10_S_B01	490	37
GSXD9VZ02FW94P	10_S_B01_2010_12_17_2	10_S_B01	519	36
GSXD9VZ02G490V	10_S_B01_2010_12_17_2	10_S_B01	512	34
GSXD9VZ02F7D9I	10_S_B01_2010_12_17_2	10_S_B01	506	36
GSXD9VZ02F78XM	10_S_B01_2010_12_17_2	10_S_B01	482	37
GSXD9VZ02IGYYV	10_S_B01_2010_12_17_2	10_S_B01	500	32
GSXD9VZ02H35NK	10_S_B01_2010_12_17_2	10_S_B01	513	32
GSXD9VZ02J3URH	10_S_B01_2010_12_17_2	10_S_B01	497	34
GSXD9VZ02HBFUM	10_S_B01_2010_12_17_2	10_S_B01	479	37
GSXD9VZ02JZND1	10_S_B01_2010_12_17_2	10_S_B01	490	36
GSXD9VZ02FZ0OS	10_S_B01_2010_12_17_2	10_S_B01	536	36
GSXD9VZ02FUZ8Z	10_S_B01_2010_12_17_2	10_S_B01	518	35
GSXD9VZ02IR6PO	10_S_B01_2010_12_17_2	10_S_B01	477	37
GSXD9VZ02JXLZB	10_S_B01_2010_12_17_2	10_S_B01	515	34
GSXD9VZ02IDLCB	10_S_B01_2010_12_17_2	10_S_B01	378	30
GSXD9VZ02I6726	10_S_B01_2010_12_17_2	10_S_B01	516	36
GSXD9VZ02FRFXZ	10_S_B01_2010_12_17_2	10_S_B01	474	34
GSXD9VZ02IGR3P	10_S_B01_2010_12_17_2	10_S_B01	509	35
GSXD9VZ02IOCY6	10_S_B01_2010_12_17_2	10_S_B01	472	36
GSXD9VZ02IYVQT	10_S_B01_2010_12_17_2	10_S_B01	436	34
GSXD9VZ02ISFEZ	10_S_B01_2010_12_17_2	10_S_B01	497	35
GSXD9VZ02G08MA	10_S_B01_2010_12_17_2	10_S_B01	489	36
GSXD9VZ02GWTIY	10_S_B01_2010_12_17_2	10_S_B01	486	37
GSXD9VZ02IYT31	10_S_B01_2010_12_17_2	10_S_B01	492	36
GSXD9VZ02FMAG0	10_S_B01_2010_12_17_2	10_S_B01	217	34
GSXD9VZ02GPOW2	10_S_B01_2010_12_17_2	10_S_B01	488	35
GSXD9VZ02J4Z4B	10_S_B01_2010_12_17_2	10_S_B01	432	35
GSXD9VZ02F6VPY	10_S_B01_2010_12_17_2	10_S_B01	514	36
GSXD9VZ02I3YSZ	10_S_B01_2010_12_17_2	10_S_B01	517	32
GSXD9VZ02GU91U	10_S_B01_2010_12_17_2	10_S_B01	511	36
GSXD9VZ02IK6L4	10_S_B01_2010_12_17_2	10_S_B01	514	35
GSXD9VZ02GBQ5R	10_S_B01_2010_12_17_2	10_S_B01	446	34
GSXD9VZ02JMRQN	10_S_B01_2010_12_17_2	10_S_B01	226	36
GSXD9VZ02FKX7E	10_S_B01_2010_12_17_2	10_S_B01	303	34
GSXD9VZ02G8O4M	10_S_B01_2010_12_17_2	10_S_B01	479	37
GSXD9VZ02FV0ID	10_S_B01_2010_12_17_2	10_S_B01	487	36
GSXD9VZ02HI17D	10_S_B01_2010_12_17_2	10_S_B01	494	36
GSXD9VZ02FXRZQ	10_S_B01_2010_12_17_2	10_S_B01	454	36
GSXD9VZ02GCK65	10_S_B01_2010_12_17_2	10_S_B01	506	36
GSXD9VZ02HP8P5	10_S_B01_2010_12_17_2	10_S_B01	483	34
GSXD9VZ02FZWIY	10_S_B01_2010_12_17_2	10_S_B01	497	36
GSXD9VZ02HKOFT	10_S_B01_2010_12_17_2	10_S_B01	472	36
GSXD9VZ02JN44J	10_S_B01_2010_12_17_2	10_S_B01	512	35
GSXD9VZ02JVF6M	10_S_B01_2010_12_17_2	10_S_B01	446	37
GSXD9VZ02HENZ1	10_S_B01_2010_12_17_2	10_S_B01	475	35
GSXD9VZ02JYEKJ	10_S_B01_2010_12_17_2	10_S_B01	404	30
GSXD9VZ02H2S0G	10_S_B01_2010_12_17_2	10_S_B01	497	36
GSXD9VZ02I7N25	10_S_B01_2010_12_17_2	10_S_B01	498	34
GSXD9VZ02G3ESP	10_S_B01_2010_12_17_2	10_S_B01	512	35
GSXD9VZ02H391L	10_S_B01_2010_12_17_2	10_S_B01	519	36
GSXD9VZ02HCBBZ	10_S_B01_2010_12_17_2	10_S_B01	516	35
GSXD9VZ02IF561	10_S_B01_2010_12_17_2	10_S_B01	481	36
GSXD9VZ02I7JLG	10_S_B01_2010_12_17_2	10_S_B01	506	37
GSXD9VZ02HC881	10_S_B01_2010_12_17_2	10_S_B01	501	36
GSXD9VZ02FL78X	10_S_B01_2010_12_17_2	10_S_B01	526	36
GSXD9VZ02J5U15	10_S_B01_2010_12_17_2	10_S_B01	494	37
GSXD9VZ02GNE9J	10_S_B01_2010_12_17_2	10_S_B01	453	36
GSXD9VZ02GE7DH	10_S_B01_2010_12_17_2	10_S_B01	454	37
GSXD9VZ02IU1YT	10_S_B01_2010_12_17_2	10_S_B01	518	32
GSXD9VZ02GD7MX	10_S_B01_2010_12_17_2	10_S_B01	523	35
GSXD9VZ02I39P8	10_S_B01_2010_12_17_2	10_S_B01	501	37
GSXD9VZ02II3TJ	10_S_B01_2010_12_17_2	10_S_B01	477	35
GSXD9VZ02F2D1C	10_S_B01_2010_12_17_2	10_S_B01	528	34
GSXD9VZ02GYWJ8	10_S_B01_2010_12_17_2	10_S_B01	511	37
GSXD9VZ02H8RJZ	10_S_B01_2010_12_17_2	10_S_B01	517	33
GSXD9VZ02IMY1L	10_S_B01_2010_12_17_2	10_S_B01	479	35
GSXD9VZ02H9QFB	10_S_B01_2010_12_17_2	10_S_B01	496	36
GSXD9VZ02GJ06T	10_S_B01_2010_12_17_2	10_S_B01	478	37
GSXD9VZ02GRQ83	10_S_B01_2010_12_17_2	10_S_B01	518	35
GSXD9VZ02IHQGF	10_S_B01_2010_12_17_2	10_S_B01	518	37
GSXD9VZ02GRWUX	10_S_B01_2010_12_17_2	10_S_B01	504	36
GSXD9VZ02IH2I7	10_S_B01_2010_12_17_2	10_S_B01	510	32
GSXD9VZ02FS39W	10_S_B01_2010_12_17_2	10_S_B01	539	36
GSXD9VZ02GG6XG	10_S_B01_2010_12_17_2	10_S_B01	512	36
GSXD9VZ02HP5AX	10_S_B01_2010_12_17_2	10_S_B01	484	36
GSXD9VZ02IYPOH	10_S_B01_2010_12_17_2	10_S_B01	505	35
GSXD9VZ02GANJH	10_S_B01_2010_12_17_2	10_S_B01	518	35
GSXD9VZ02F8KIO	10_S_B01_2010_12_17_2	10_S_B01	493	35
GSXD9VZ02HLX75	10_S_B01_2010_12_17_2	10_S_B01	526	34
GSXD9VZ02H4DB4	10_S_B01_2010_12_17_2	10_S_B01	521	34
GSXD9VZ02F0DP8	10_S_B01_2010_12_17_2	10_S_B01	529	35
GSXD9VZ02H64AF	10_S_B01_2010_12_17_2	10_S_B01	513	35
GSXD9VZ02HOJD8	10_S_B01_2010_12_17_2	10_S_B01	511	35
GSXD9VZ02H14VV	10_S_B01_2010_12_17_2	10_S_B01	513	34
GSXD9VZ02GHM5Y	10_S_B01_2010_12_17_2	10_S_B01	494	35
GSXD9VZ02GIZJX	10_S_B01_2010_12_17_2	10_S_B01	535	33
GSXD9VZ02GQBAH	10_S_B01_2010_12_17_2	10_S_B01	494	37
GSXD9VZ02INJDY	10_S_B01_2010_12_17_2	10_S_B01	534	35
GSXD9VZ02F8NAF	10_S_B01_2010_12_17_2	10_S_B01	496	37
GSXD9VZ02FNZHC	10_S_B01_2010_12_17_2	10_S_B01	516	35
GSXD9VZ02FTZDJ	10_S_B01_2010_12_17_2	10_S_B01	517	37
GSXD9VZ02GFPHK	10_S_B01_2010_12_17_2	10_S_B01	497	36
GSXD9VZ02GVNU4	10_S_B01_2010_12_17_2	10_S_B01	473	37
GSXD9VZ02HNTCB	10_S_B01_2010_12_17_2	10_S_B01	536	37
GSXD9VZ02IFPU2	10_S_B01_2010_12_17_2	10_S_B01	543	37
GSXD9VZ02IFHMJ	10_S_B01_2010_12_17_2	10_S_B01	217	29
GSXD9VZ02GTMCQ	10_S_B01_2010_12_17_2	10_S_B01	545	35
GSXD9VZ02FUTA1	10_S_B01_2010_12_17_2	10_S_B01	493	36
GSXD9VZ02I45IE	10_S_B01_2010_12_17_2	10_S_B01	331	32
GSXD9VZ02GWT69	10_S_B01_2010_12_17_2	10_S_B01	540	34
GSXD9VZ02IKG8V	10_S_B01_2010_12_17_2	10_S_B01	510	35
GSXD9VZ02HEMK8	10_S_B01_2010_12_17_2	10_S_B01	452	35
GSXD9VZ02FM9IN	10_S_B01_2010_12_17_2	10_S_B01	499	36
GSXD9VZ02JQEH6	10_S_B01_2010_12_17_2	10_S_B01	506	36
GSXD9VZ02JFYG3	10_S_B01_2010_12_17_2	10_S_B01	515	37
GSXD9VZ02F06MV	10_S_B01_2010_12_17_2	10_S_B01	478	38
GSXD9VZ02HOT46	10_S_B01_2010_12_17_2	10_S_B01	486	33
GSXD9VZ02FZJVR	10_S_B01_2010_12_17_2	10_S_B01	507	35
GSXD9VZ02H8QL4	10_S_B01_2010_12_17_2	10_S_B01	507	36
GSXD9VZ02IHVXA	10_S_B01_2010_12_17_2	10_S_B01	536	36
GSXD9VZ02H6XGE	10_S_B01_2010_12_17_2	10_S_B01	538	35
GSXD9VZ02HDIQP	10_S_B01_2010_12_17_2	10_S_B01	503	34
GSXD9VZ02IGNN3	10_S_B01_2010_12_17_2	10_S_B01	516	34
GSXD9VZ02JB1O6	10_S_B01_2010_12_17_2	10_S_B01	327	31
GSXD9VZ02FKZVC	10_S_B01_2010_12_17_2	10_S_B01	463	37
GSXD9VZ02F3B2G	10_S_B01_2010_12_17_2	10_S_B01	512	35
GSXD9VZ02FWC9F	10_S_B01_2010_12_17_2	10_S_B01	531	36
GSXD9VZ02G73UU	10_S_B01_2010_12_17_2	10_S_B01	527	34
GSXD9VZ02J1KD4	10_S_B01_2010_12_17_2	10_S_B01	503	36
GSXD9VZ02H8A0O	10_S_B01_2010_12_17_2	10_S_B01	516	36
GSXD9VZ02HJ92E	10_S_B01_2010_12_17_2	10_S_B01	512	35
GSXD9VZ02F3S3P	10_S_B01_2010_12_17_2	10_S_B01	536	35
GSXD9VZ02H2IAW	10_S_B01_2010_12_17_2	10_S_B01	502	37
GSXD9VZ02II2DI	10_S_B01_2010_12_17_2	10_S_B01	499	35
GSXD9VZ02ICUNB	10_S_B01_2010_12_17_2	10_S_B01	513	35
GSXD9VZ02ITIMP	10_S_B01_2010_12_17_2	10_S_B01	366	34
GSXD9VZ02GLUMM	10_S_B01_2010_12_17_2	10_S_B01	479	36
GSXD9VZ02HRE5T	10_S_B01_2010_12_17_2	10_S_B01	518	36
GSXD9VZ02FOOHD	10_S_B01_2010_12_17_2	10_S_B01	487	35
GSXD9VZ02IFGX8	10_S_B01_2010_12_17_2	10_S_B01	505	36
GSXD9VZ02GKR5C	10_S_B01_2010_12_17_2	10_S_B01	517	37
GSXD9VZ02F0B8J	10_S_B01_2010_12_17_2	10_S_B01	464	36
GSXD9VZ02I9ZSH	10_S_B01_2010_12_17_2	10_S_B01	502	37
GSXD9VZ02HWLOE	10_S_B01_2010_12_17_2	10_S_B01	524	34
GSXD9VZ02HXMRP	10_S_B01_2010_12_17_2	10_S_B01	514	36
GSXD9VZ02HNRQ0	10_S_B01_2010_12_17_2	10_S_B01	471	35
GSXD9VZ02IN1DC	10_S_B01_2010_12_17_2	10_S_B01	494	37
GSXD9VZ02HCXDV	10_S_B01_2010_12_17_2	10_S_B01	496	36
GSXD9VZ02IA89K	10_S_B01_2010_12_17_2	10_S_B01	481	36
GSXD9VZ02IRP2R	10_S_B01_2010_12_17_2	10_S_B01	502	35
GSXD9VZ02I9P5U	10_S_B01_2010_12_17_2	10_S_B01	482	37
GSXD9VZ02JL106	10_S_B01_2010_12_17_2	10_S_B01	520	35
GSXD9VZ02HV85J	10_S_B01_2010_12_17_2	10_S_B01	539	35
GSXD9VZ02HLRJG	10_S_B01_2010_12_17_2	10_S_B01	525	34
GSXD9VZ02IY2HA	10_S_B01_2010_12_17_2	10_S_B01	515	33
GSXD9VZ02IIIBN	10_S_B01_2010_12_17_2	10_S_B01	491	34
GSXD9VZ02GM9SZ	10_S_B01_2010_12_17_2	10_S_B01	500	37
GSXD9VZ02IAY7Z	10_S_B01_2010_12_17_2	10_S_B01	487	36
GSXD9VZ02G8SUP	10_S_B01_2010_12_17_2	10_S_B01	498	36
GSXD9VZ02JHFI5	10_S_B01_2010_12_17_2	10_S_B01	264	28
GSXD9VZ02HAKFA	10_S_B01_2010_12_17_2	10_S_B01	525	35
GSXD9VZ02G5ZV1	10_S_B01_2010_12_17_2	10_S_B01	489	35
GSXD9VZ02FML03	10_S_B01_2010_12_17_2	10_S_B01	514	34
GSXD9VZ02HMKAD	10_S_B01_2010_12_17_2	10_S_B01	521	36
GSXD9VZ02F29QJ	10_S_B01_2010_12_17_2	10_S_B01	511	35
GSXD9VZ02GEFD7	10_S_B01_2010_12_17_2	10_S_B01	510	35
GSXD9VZ02FQ0FI	10_S_B01_2010_12_17_2	10_S_B01	325	38
GSXD9VZ02FYJVO	10_S_B01_2010_12_17_2	10_S_B01	481	38
GSXD9VZ02HXMRH	10_S_B01_2010_12_17_2	10_S_B01	519	34
GSXD9VZ02G6GHX	10_S_B01_2010_12_17_2	10_S_B01	360	30
GSXD9VZ02G0QUI	10_S_B01_2010_12_17_2	10_S_B01	516	35
GSXD9VZ02IBZ15	10_S_B01_2010_12_17_2	10_S_B01	493	37
GSXD9VZ02H42E3	10_S_B01_2010_12_17_2	10_S_B01	496	35
GSXD9VZ02GRMZZ	10_S_B01_2010_12_17_2	10_S_B01	487	36
GSXD9VZ02GNS2R	10_S_B01_2010_12_17_2	10_S_B01	477	35
GSXD9VZ02F4TZH	10_S_B01_2010_12_17_2	10_S_B01	514	36
GSXD9VZ02I4MMQ	10_S_B01_2010_12_17_2	10_S_B01	504	36
GSXD9VZ02FUP4S	10_S_B01_2010_12_17_2	10_S_B01	542	34
GSXD9VZ02GEQF2	10_S_B01_2010_12_17_2	10_S_B01	482	38
GSXD9VZ02GLCES	10_S_B01_2010_12_17_2	10_S_B01	489	36
GSXD9VZ02INQIQ	10_S_B01_2010_12_17_2	10_S_B01	406	29
GSXD9VZ02HCDRQ	10_S_B01_2010_12_17_2	10_S_B01	515	35
GSXD9VZ02JXAL6	10_S_B01_2010_12_17_2	10_S_B01	513	35
GSXD9VZ02H07OR	10_S_B01_2010_12_17_2	10_S_B01	220	32
GSXD9VZ02IJT99	10_S_B01_2010_12_17_2	10_S_B01	534	33
GSXD9VZ02H0LP3	10_S_B01_2010_12_17_2	10_S_B01	478	35
GSXD9VZ02HZ99J	10_S_B01_2010_12_17_2	10_S_B01	498	35
GSXD9VZ02HIPZW	10_S_B01_2010_12_17_2	10_S_B01	480	37
GSXD9VZ02GS9A2	10_S_B01_2010_12_17_2	10_S_B01	495	36
GSXD9VZ02JQBSG	10_S_B01_2010_12_17_2	10_S_B01	496	35
GSXD9VZ02H3YZL	10_S_B01_2010_12_17_2	10_S_B01	487	36
GSXD9VZ02GY81S	10_S_B01_2010_12_17_2	10_S_B01	480	36
GSXD9VZ02JSEVE	10_S_B01_2010_12_17_2	10_S_B01	525	33
GSXD9VZ02F71EJ	10_S_B01_2010_12_17_2	10_S_B01	505	35
GSXD9VZ02GZM7P	10_S_B01_2010_12_17_2	10_S_B01	479	37
GSXD9VZ02HPPV6	10_S_B01_2010_12_17_2	10_S_B01	490	32
GSXD9VZ02HBTX9	10_S_B01_2010_12_17_2	10_S_B01	482	37
GSXD9VZ02GELIZ	10_S_B01_2010_12_17_2	10_S_B01	493	35
GSXD9VZ02JZ8TQ	10_S_B01_2010_12_17_2	10_S_B01	308	33
GSXD9VZ02JFRPY	10_S_B01_2010_12_17_2	10_S_B01	524	35
GSXD9VZ02GVSHL	10_S_B01_2010_12_17_2	10_S_B01	493	35
GSXD9VZ02IL0CG	10_S_B01_2010_12_17_2	10_S_B01	381	31
GSXD9VZ02GDQC7	10_S_B01_2010_12_17_2	10_S_B01	539	34
GSXD9VZ02JB228	10_S_B01_2010_12_17_2	10_S_B01	514	37
GSXD9VZ02JFYKR	10_S_B01_2010_12_17_2	10_S_B01	486	38
GSXD9VZ02GFJ20	10_S_B01_2010_12_17_2	10_S_B01	482	36
GSXD9VZ02GZ1CN	10_S_B01_2010_12_17_2	10_S_B01	478	36
GSXD9VZ02F1Q9F	10_S_B01_2010_12_17_2	10_S_B01	511	35
GSXD9VZ02GB7U7	10_S_B01_2010_12_17_2	10_S_B01	498	36
GSXD9VZ02I5CGK	10_S_B01_2010_12_17_2	10_S_B01	540	35
GSXD9VZ02IV7ZP	10_S_B01_2010_12_17_2	10_S_B01	497	36
GSXD9VZ02G25VK	10_S_B01_2010_12_17_2	10_S_B01	499	35
GSXD9VZ02G2S8H	10_S_B01_2010_12_17_2	10_S_B01	467	36
GSXD9VZ02GCV0B	10_S_B01_2010_12_17_2	10_S_B01	525	35
GSXD9VZ02F7P9N	10_S_B01_2010_12_17_2	10_S_B01	496	34
GSXD9VZ02FZEML	10_S_B01_2010_12_17_2	10_S_B01	520	34
GSXD9VZ02HFRI9	10_S_B01_2010_12_17_2	10_S_B01	461	37
GSXD9VZ02GOEDR	10_S_B01_2010_12_17_2	10_S_B01	532	33
GSXD9VZ02GE7X4	10_S_B01_2010_12_17_2	10_S_B01	482	37
GSXD9VZ02IMOLH	10_S_B01_2010_12_17_2	10_S_B01	488	37
GSXD9VZ02I75P0	10_S_B01_2010_12_17_2	10_S_B01	539	33
GSXD9VZ02JQ9PS	10_S_B01_2010_12_17_2	10_S_B01	243	30
GSXD9VZ02JL59G	10_S_B01_2010_12_17_2	10_S_B01	471	33
GSXD9VZ02H6FTL	10_S_B01_2010_12_17_2	10_S_B01	517	35
GSXD9VZ02GHW6T	10_S_B01_2010_12_17_2	10_S_B01	522	33
GSXD9VZ02IPCUN	10_S_B01_2010_12_17_2	10_S_B01	517	36
GSXD9VZ02GZT1M	10_S_B01_2010_12_17_2	10_S_B01	493	36
GSXD9VZ02GHWDC	10_S_B01_2010_12_17_2	10_S_B01	527	35
GSXD9VZ02GZL16	10_S_B01_2010_12_17_2	10_S_B01	506	36
GSXD9VZ02HKT8X	10_S_B01_2010_12_17_2	10_S_B01	515	35
GSXD9VZ02GKN0C	10_S_B01_2010_12_17_2	10_S_B01	537	35
GSXD9VZ02I5CEJ	10_S_B01_2010_12_17_2	10_S_B01	516	36
GSXD9VZ02GPG1J	10_S_B01_2010_12_17_2	10_S_B01	516	34
GSXD9VZ02H15SS	10_S_B01_2010_12_17_2	10_S_B01	209	30
GSXD9VZ02IDLK2	10_S_B01_2010_12_17_2	10_S_B01	493	33
GSXD9VZ02JO30U	10_S_B01_2010_12_17_2	10_S_B01	525	35
GSXD9VZ02FZSP2	10_S_B01_2010_12_17_2	10_S_B01	519	35
GSXD9VZ02G19XE	10_S_B01_2010_12_17_2	10_S_B01	515	35
GSXD9VZ02IG43W	10_S_B01_2010_12_17_2	10_S_B01	219	32
GSXD9VZ02H2B2B	10_S_B01_2010_12_17_2	10_S_B01	255	27
GSXD9VZ02GQB8B	10_S_B01_2010_12_17_2	10_S_B01	532	36
GSXD9VZ02JJ6TN	10_S_B01_2010_12_17_2	10_S_B01	510	37
GSXD9VZ02G2TPM	10_S_B01_2010_12_17_2	10_S_B01	499	36
GSXD9VZ02H86LT	10_S_B01_2010_12_17_2	10_S_B01	481	36
GSXD9VZ02F0UFN	10_S_B01_2010_12_17_2	10_S_B01	517	37
GSXD9VZ02HYIL7	10_S_B01_2010_12_17_2	10_S_B01	499	36
GSXD9VZ02ICKYO	10_S_B01_2010_12_17_2	10_S_B01	508	36
GSXD9VZ02F199C	10_S_B01_2010_12_17_2	10_S_B01	498	37
GSXD9VZ02JX8X0	10_S_B01_2010_12_17_2	10_S_B01	535	36
GSXD9VZ02JGSG3	10_S_B01_2010_12_17_2	10_S_B01	446	33
GSXD9VZ02ISRR3	10_S_B01_2010_12_17_2	10_S_B01	499	32
GSXD9VZ02G4NVL	10_S_B01_2010_12_17_2	10_S_B01	489	36
GSXD9VZ02FVYGF	10_S_B01_2010_12_17_2	10_S_B01	526	35
GSXD9VZ02I2Y4A	10_S_B01_2010_12_17_2	10_S_B01	486	36
GSXD9VZ02I5I1O	10_S_B01_2010_12_17_2	10_S_B01	395	34
GSXD9VZ02GOI92	10_S_B01_2010_12_17_2	10_S_B01	511	36
GSXD9VZ02IFX73	10_S_B01_2010_12_17_2	10_S_B01	386	34
GSXD9VZ02IDW9D	10_S_B01_2010_12_17_2	10_S_B01	495	35
GSXD9VZ02GSK18	10_S_B01_2010_12_17_2	10_S_B01	518	34
