SampleID	Method-id	Taxa-name	#_of_reads	%_of_total	Avg_Score
S25_1_2011_04_27_1	1	Negativicutes	464	8.3	0.95
S25_1_2011_04_27_1	1	Actinobacteridae	1514	27.07	0.97
S25_1_2011_04_27_1	1	Coriobacteridae	42	0.75	0.91
S25_1_2011_04_27_1	1	Micrococcineae	77	1.38	0.71
S25_1_2011_04_27_1	1	Coriobacterineae	42	0.75	0.91
S25_1_2011_04_27_1	1	Corynebacterineae	725	12.96	0.91
S25_1_2011_04_27_1	1	Actinomycineae	428	7.65	0.91
S25_1_2011_04_27_1	1	Pseudonocardineae	46	0.82	0.61
S25_1_2011_04_27_1	1	Lactobacillales	795	14.22	0.95
S25_1_2011_04_27_1	1	Pasteurellales	8	0.14	0.94
S25_1_2011_04_27_1	1	Fusobacteriales	838	14.99	0.97
S25_1_2011_04_27_1	1	Flavobacteriales	109	1.95	0.96
S25_1_2011_04_27_1	1	Anaerolineales	1	0.02	0.94
S25_1_2011_04_27_1	1	Campylobacterales	46	0.82	0.96
S25_1_2011_04_27_1	1	Clostridiales	412	7.37	0.93
S25_1_2011_04_27_1	1	Synergistales	52	0.93	0.91
S25_1_2011_04_27_1	1	Neisseriales	4	0.07	1
S25_1_2011_04_27_1	1	Spirochaetales	145	2.59	0.96
S25_1_2011_04_27_1	1	Anaeroplasmatales	1	0.02	0.52
S25_1_2011_04_27_1	1	Bacillales	11	0.2	0.76
S25_1_2011_04_27_1	1	Selenomonadales	464	8.3	0.95
S25_1_2011_04_27_1	1	Mycoplasmatales	1	0.02	1
S25_1_2011_04_27_1	1	Bacteroidales	904	16.17	0.97
S25_1_2011_04_27_1	1	Coriobacteriales	42	0.75	0.91
S25_1_2011_04_27_1	1	Actinomycetales	1508	26.97	0.97
S25_1_2011_04_27_1	1	Bifidobacteriales	5	0.09	0.75
S25_1_2011_04_27_1	1	Beutenbergiaceae	1	0.02	0.56
S25_1_2011_04_27_1	1	Coriobacteriaceae	42	0.75	0.91
S25_1_2011_04_27_1	1	Pseudonocardiaceae	46	0.82	0.61
S25_1_2011_04_27_1	1	Actinomycetaceae	428	7.65	0.91
S25_1_2011_04_27_1	1	Promicromonosporaceae	3	0.05	0.58
S25_1_2011_04_27_1	1	Dermabacteraceae	2	0.04	0.58
S25_1_2011_04_27_1	1	Micrococcaceae	23	0.41	0.8
S25_1_2011_04_27_1	1	Corynebacteriaceae	685	12.25	0.91
S25_1_2011_04_27_1	1	Anaeroplasmataceae	1	0.02	0.52
S25_1_2011_04_27_1	1	Leptotrichiaceae	643	11.5	0.97
S25_1_2011_04_27_1	1	Streptococcaceae	459	8.21	0.96
S25_1_2011_04_27_1	1	Eubacteriaceae	111	1.98	0.82
S25_1_2011_04_27_1	1	Neisseriaceae	4	0.07	1
S25_1_2011_04_27_1	1	Veillonellaceae	449	8.03	0.95
S25_1_2011_04_27_1	1	Anaerolineaceae	1	0.02	0.94
S25_1_2011_04_27_1	1	Rikenellaceae	4	0.07	0.73
S25_1_2011_04_27_1	1	Clostridiales_Incertae Sedis XIII	34	0.61	0.78
S25_1_2011_04_27_1	1	Prevotellaceae	438	7.83	0.97
S25_1_2011_04_27_1	1	Lactobacillaceae	152	2.72	0.92
S25_1_2011_04_27_1	1	Mycoplasmataceae	1	0.02	1
S25_1_2011_04_27_1	1	Fusobacteriaceae	190	3.4	0.96
S25_1_2011_04_27_1	1	Spirochaetaceae	145	2.59	0.95
S25_1_2011_04_27_1	1	Peptococcaceae 1	5	0.09	0.79
S25_1_2011_04_27_1	1	Lachnospiraceae	139	2.49	0.84
S25_1_2011_04_27_1	1	Synergistaceae	52	0.93	0.91
S25_1_2011_04_27_1	1	Campylobacteraceae	43	0.77	0.97
S25_1_2011_04_27_1	1	Bacillales_Incertae Sedis XI	6	0.11	0.94
S25_1_2011_04_27_1	1	Carnobacteriaceae	115	2.06	0.77
S25_1_2011_04_27_1	1	Pasteurellaceae	8	0.14	0.94
S25_1_2011_04_27_1	1	Acidaminococcaceae	2	0.04	0.57
S25_1_2011_04_27_1	1	Peptostreptococcaceae	23	0.41	0.96
S25_1_2011_04_27_1	1	Porphyromonadaceae	420	7.51	0.94
S25_1_2011_04_27_1	1	Clostridiales_Incertae Sedis XI	66	1.18	0.92
S25_1_2011_04_27_1	1	Enterococcaceae	5	0.09	0.63
S25_1_2011_04_27_1	1	Flavobacteriaceae	109	1.95	0.96
S25_1_2011_04_27_1	1	Bacteroidales_incertae_sedis	29	0.52	0.92
S25_1_2011_04_27_1	1	Bifidobacteriaceae	5	0.09	0.75
S25_1_2011_04_27_1	1	Bifidobacterium	1	0.02	1
S25_1_2011_04_27_1	1	Turicella	11	0.2	0.56
S25_1_2011_04_27_1	1	Rothia	14	0.25	0.92
S25_1_2011_04_27_1	1	Actinomycetospora	11	0.2	0.58
S25_1_2011_04_27_1	1	Corynebacterium	600	10.73	0.9
S25_1_2011_04_27_1	1	Actinomyces	425	7.6	0.91
S25_1_2011_04_27_1	1	Atopobium	9	0.16	0.9
S25_1_2011_04_27_1	1	Olsenella	30	0.54	0.9
S25_1_2011_04_27_1	1	Dermabacter	1	0.02	0.56
S25_1_2011_04_27_1	1	Slackia	1	0.02	0.7
S25_1_2011_04_27_1	1	TM7_genera_incertae_sedis	26	0.46	0.96
S25_1_2011_04_27_1	1	Paludibacter	17	0.3	0.65
S25_1_2011_04_27_1	1	Johnsonella	4	0.07	0.57
S25_1_2011_04_27_1	1	Peptococcus	5	0.09	0.77
S25_1_2011_04_27_1	1	Dialister	21	0.38	0.9
S25_1_2011_04_27_1	1	Xylanibacter	18	0.32	0.68
S25_1_2011_04_27_1	1	Capnocytophaga	99	1.77	0.96
S25_1_2011_04_27_1	1	Oribacterium	6	0.11	0.94
S25_1_2011_04_27_1	1	Asteroleplasma	1	0.02	0.52
S25_1_2011_04_27_1	1	Eubacterium	86	1.54	0.8
S25_1_2011_04_27_1	1	Aminobacterium	10	0.18	0.58
S25_1_2011_04_27_1	1	Allisonella	3	0.05	0.53
S25_1_2011_04_27_1	1	Fusobacterium	146	2.61	0.97
S25_1_2011_04_27_1	1	Moryella	4	0.07	0.59
S25_1_2011_04_27_1	1	Thermovirga	12	0.21	0.63
S25_1_2011_04_27_1	1	Leptotrichia	609	10.89	0.98
S25_1_2011_04_27_1	1	Melissococcus	1	0.02	0.51
S25_1_2011_04_27_1	1	Granulicatella	57	1.02	0.88
S25_1_2011_04_27_1	1	Kingella	3	0.05	0.63
S25_1_2011_04_27_1	1	Lachnospiracea_incertae_sedis	1	0.02	0.56
S25_1_2011_04_27_1	1	Mitsuokella	1	0.02	0.74
S25_1_2011_04_27_1	1	Porphyromonas	306	5.47	0.95
S25_1_2011_04_27_1	1	Selenomonas	162	2.9	0.92
S25_1_2011_04_27_1	1	Howardella	1	0.02	0.59
S25_1_2011_04_27_1	1	Rikenella	4	0.07	0.73
S25_1_2011_04_27_1	1	Campylobacter	43	0.77	0.96
S25_1_2011_04_27_1	1	Filifactor	23	0.41	0.96
S25_1_2011_04_27_1	1	Gemella	6	0.11	0.94
S25_1_2011_04_27_1	1	Schwartzia	17	0.3	0.71
S25_1_2011_04_27_1	1	Sneathia	4	0.07	0.64
S25_1_2011_04_27_1	1	Tannerella	46	0.82	0.81
S25_1_2011_04_27_1	1	Atopobacter	2	0.04	0.57
S25_1_2011_04_27_1	1	Megasphaera	6	0.11	0.86
S25_1_2011_04_27_1	1	Anaeroglobus	26	0.46	0.87
S25_1_2011_04_27_1	1	Veillonella	110	1.97	0.94
S25_1_2011_04_27_1	1	Streptococcus	459	8.21	0.96
S25_1_2011_04_27_1	1	Succiniclasticum	1	0.02	0.54
S25_1_2011_04_27_1	1	Hallella	19	0.34	0.75
S25_1_2011_04_27_1	1	Bavariicoccus	1	0.02	0.62
S25_1_2011_04_27_1	1	Centipeda	51	0.91	0.73
S25_1_2011_04_27_1	1	Paraprevotella	1	0.02	0.59
S25_1_2011_04_27_1	1	Lactobacillus	143	2.56	0.88
S25_1_2011_04_27_1	1	Pseudoramibacter	25	0.45	0.9
S25_1_2011_04_27_1	1	Prevotella	370	6.62	0.93
S25_1_2011_04_27_1	1	Phocaeicola	29	0.52	0.92
S25_1_2011_04_27_1	1	Dysgonomonas	2	0.04	0.53
S25_1_2011_04_27_1	1	Syntrophococcus	15	0.27	0.6
S25_1_2011_04_27_1	1	Treponema	143	2.56	0.96
S25_1_2011_04_27_1	1	Parvimonas	66	1.18	0.92
S25_1_2011_04_27_1	1	Mycoplasma	1	0.02	1
S25_1_2011_04_27_1	1	Desemzia	2	0.04	0.62
S25_1_2011_04_27_1	1	Mogibacterium	15	0.27	0.91
S25_1_2011_04_27_1	1	Catonella	1	0.02	1
S25_1_2011_04_27_1	1	Clostridium XIX	36	0.64	0.69
S25_1_2011_04_27_1	1	Aggregatibacter	6	0.11	0.86
S25_1_2011_04_27_1	1	Anaerovorax	18	0.32	0.68
S25_2_2011_02_15_2	1	Root	8917	100	1
S25_2_2011_02_15_2	1	Bacteria	8917	100	1
S25_2_2011_02_15_2	1	Spirochaetes	12	0.13	0.99
S25_2_2011_02_15_2	1	Firmicutes	6452	72.36	0.99
S25_2_2011_02_15_2	1	Bacteroidetes	382	4.28	0.97
S25_2_2011_02_15_2	1	Actinobacteria	1724	19.33	0.97
S25_2_2011_02_15_2	1	Fusobacteria	298	3.34	0.98
S25_2_2011_02_15_2	1	Proteobacteria	17	0.19	0.93
S25_2_2011_02_15_2	1	Spirochaetes	12	0.13	0.99
S25_2_2011_02_15_2	1	Betaproteobacteria	3	0.03	0.8
S25_2_2011_02_15_2	1	Bacteroidia	104	1.17	0.97
S25_2_2011_02_15_2	1	Gammaproteobacteria	3	0.03	0.92
S25_2_2011_02_15_2	1	Flavobacteria	261	2.93	0.97
S25_2_2011_02_15_2	1	Alphaproteobacteria	1	0.01	1
S25_2_2011_02_15_2	1	Epsilonproteobacteria	10	0.11	0.96
S25_2_2011_02_15_2	1	Actinobacteria	1724	19.33	0.97
S25_2_2011_02_15_2	1	Sphingobacteria	15	0.17	0.94
S25_2_2011_02_15_2	1	Fusobacteria	298	3.34	0.98
S25_2_2011_02_15_2	1	Negativicutes	199	2.23	0.97
S25_2_2011_02_15_2	1	Bacilli	6159	69.07	0.99
S25_2_2011_02_15_2	1	Clostridia	74	0.83	0.97
S25_2_2011_02_15_2	1	Actinobacteridae	1719	19.28	0.97
S25_2_2011_02_15_2	1	Coriobacteridae	3	0.03	1
S25_2_2011_02_15_2	1	Micrococcineae	336	3.77	0.74
S25_2_2011_02_15_2	1	Coriobacterineae	3	0.03	1
S25_2_2011_02_15_2	1	Pseudonocardineae	9	0.1	0.63
S25_2_2011_02_15_2	1	Actinomycineae	798	8.95	0.96
S25_2_2011_02_15_2	1	Corynebacterineae	399	4.47	0.92
S25_2_2011_02_15_2	1	Lactobacillales	5953	66.76	0.98
S25_2_2011_02_15_2	1	Rhizobiales	1	0.01	1
S25_2_2011_02_15_2	1	Fusobacteriales	298	3.34	0.98
S25_2_2011_02_15_2	1	Cardiobacteriales	1	0.01	1
S25_2_2011_02_15_2	1	Flavobacteriales	261	2.93	0.97
S25_2_2011_02_15_2	1	Campylobacterales	10	0.11	0.95
S25_2_2011_02_15_2	1	Clostridiales	74	0.83	0.97
S25_2_2011_02_15_2	1	Pasteurellales	1	0.01	1
S25_2_2011_02_15_2	1	Neisseriales	3	0.03	0.8
S25_2_2011_02_15_2	1	Selenomonadales	199	2.23	0.97
S25_2_2011_02_15_2	1	Spirochaetales	12	0.13	0.99
S25_2_2011_02_15_2	1	Bacillales	132	1.48	0.92
S25_2_2011_02_15_2	1	Pseudomonadales	1	0.01	0.72
S25_2_2011_02_15_2	1	Sphingobacteriales	15	0.17	0.94
S25_2_2011_02_15_2	1	Bacteroidales	104	1.17	0.97
S25_2_2011_02_15_2	1	Coriobacteriales	3	0.03	1
S25_2_2011_02_15_2	1	Actinomycetales	1715	19.23	0.97
S25_2_2011_02_15_2	1	Bifidobacteriales	3	0.03	0.88
S25_2_2011_02_15_2	1	Beutenbergiaceae	1	0.01	0.5
S25_2_2011_02_15_2	1	Coriobacteriaceae	3	0.03	1
S25_2_2011_02_15_2	1	Pseudonocardiaceae	9	0.1	0.63
S25_2_2011_02_15_2	1	Actinomycetaceae	798	8.95	0.96
S25_2_2011_02_15_2	1	Micrococcaceae	113	1.27	0.93
S25_2_2011_02_15_2	1	Corynebacteriaceae	382	4.28	0.92
S25_2_2011_02_15_2	1	Leptotrichiaceae	203	2.28	0.99
S25_2_2011_02_15_2	1	Streptococcaceae	5243	58.8	0.98
S25_2_2011_02_15_2	1	Cardiobacteriaceae	1	0.01	1
S25_2_2011_02_15_2	1	Eubacteriaceae	9	0.1	0.66
S25_2_2011_02_15_2	1	Planococcaceae	1	0.01	0.55
S25_2_2011_02_15_2	1	Neisseriaceae	3	0.03	0.8
S25_2_2011_02_15_2	1	Veillonellaceae	198	2.22	0.96
S25_2_2011_02_15_2	1	Methylobacteriaceae	1	0.01	0.99
S25_2_2011_02_15_2	1	Clostridiales_Incertae Sedis XIII	4	0.04	0.86
S25_2_2011_02_15_2	1	Prevotellaceae	58	0.65	0.95
S25_2_2011_02_15_2	1	Fusobacteriaceae	94	1.05	0.95
S25_2_2011_02_15_2	1	Spirochaetaceae	12	0.13	0.99
S25_2_2011_02_15_2	1	Moraxellaceae	1	0.01	0.72
S25_2_2011_02_15_2	1	Campylobacteraceae	10	0.11	0.95
S25_2_2011_02_15_2	1	Porphyromonadaceae	43	0.48	0.98
S25_2_2011_02_15_2	1	Bacillales_Incertae Sedis XI	116	1.3	0.93
S25_2_2011_02_15_2	1	Carnobacteriaceae	593	6.65	0.89
S25_2_2011_02_15_2	1	Pasteurellaceae	1	0.01	1
S25_2_2011_02_15_2	1	Peptostreptococcaceae	19	0.21	0.95
S25_2_2011_02_15_2	1	Lachnospiraceae	19	0.21	0.87
S25_2_2011_02_15_2	1	Clostridiales_Incertae Sedis XI	21	0.24	1
S25_2_2011_02_15_2	1	Enterococcaceae	19	0.21	0.63
S25_2_2011_02_15_2	1	Cytophagaceae	13	0.15	0.98
S25_2_2011_02_15_2	1	Flavobacteriaceae	261	2.93	0.97
S25_2_2011_02_15_2	1	Aerococcaceae	1	0.01	0.8
S25_2_2011_02_15_2	1	Bifidobacteriaceae	3	0.03	0.88
S25_2_2011_02_15_2	1	Scardovia	2	0.02	1
S25_2_2011_02_15_2	1	Auritidibacter	1	0.01	0.53
S25_2_2011_02_15_2	1	Rothia	105	1.18	0.93
S25_2_2011_02_15_2	1	Actinomycetospora	2	0.02	0.6
S25_2_2011_02_15_2	1	Corynebacterium	360	4.04	0.9
S25_2_2011_02_15_2	1	Actinomyces	793	8.89	0.96
S25_2_2011_02_15_2	1	Atopobium	3	0.03	1
S25_2_2011_02_15_2	1	Hymenobacter	12	0.13	0.99
S25_2_2011_02_15_2	1	Tetragenococcus	3	0.03	0.58
S25_2_2011_02_15_2	1	Johnsonella	3	0.03	0.57
S25_2_2011_02_15_2	1	Dialister	10	0.11	0.89
S25_2_2011_02_15_2	1	Capnocytophaga	226	2.53	0.97
S25_2_2011_02_15_2	1	Abiotrophia	1	0.01	0.8
S25_2_2011_02_15_2	1	Eubacterium	9	0.1	0.66
S25_2_2011_02_15_2	1	Cardiobacterium	1	0.01	0.99
S25_2_2011_02_15_2	1	Fusobacterium	76	0.85	0.99
S25_2_2011_02_15_2	1	Moryella	1	0.01	0.59
S25_2_2011_02_15_2	1	Peptostreptococcus	13	0.15	0.92
S25_2_2011_02_15_2	1	Leptotrichia	199	2.23	0.99
S25_2_2011_02_15_2	1	Granulicatella	550	6.17	0.88
S25_2_2011_02_15_2	1	Kingella	1	0.01	0.76
S25_2_2011_02_15_2	1	Haemophilus	1	0.01	0.91
S25_2_2011_02_15_2	1	Riemerella	1	0.01	0.52
S25_2_2011_02_15_2	1	Porphyromonas	37	0.41	0.98
S25_2_2011_02_15_2	1	Filifactor	6	0.07	1
S25_2_2011_02_15_2	1	Allisonella	1	0.01	0.55
S25_2_2011_02_15_2	1	Planobacterium	1	0.01	0.73
S25_2_2011_02_15_2	1	Campylobacter	9	0.1	1
S25_2_2011_02_15_2	1	Selenomonas	25	0.28	0.97
S25_2_2011_02_15_2	1	Gemella	116	1.3	0.93
S25_2_2011_02_15_2	1	Tannerella	4	0.04	0.88
S25_2_2011_02_15_2	1	Atopobacter	4	0.04	0.58
S25_2_2011_02_15_2	1	Megasphaera	1	0.01	0.53
S25_2_2011_02_15_2	1	Anaeroglobus	4	0.04	0.9
S25_2_2011_02_15_2	1	Prevotella	50	0.56	0.99
S25_2_2011_02_15_2	1	Streptococcus	5233	58.69	0.98
S25_2_2011_02_15_2	1	Bavariicoccus	4	0.04	0.56
S25_2_2011_02_15_2	1	Centipeda	9	0.1	0.75
S25_2_2011_02_15_2	1	Vagococcus	3	0.03	0.58
S25_2_2011_02_15_2	1	Veillonella	134	1.5	0.95
S25_2_2011_02_15_2	1	Syntrophococcus	1	0.01	0.56
S25_2_2011_02_15_2	1	Coenonia	1	0.01	0.64
S25_2_2011_02_15_2	1	Bergeyella	1	0.01	0.53
S25_2_2011_02_15_2	1	Rummeliibacillus	1	0.01	0.51
S25_2_2011_02_15_2	1	Treponema	12	0.13	0.99
S25_2_2011_02_15_2	1	Parvimonas	21	0.24	1
S25_2_2011_02_15_2	1	Eikenella	2	0.02	0.65
S25_2_2011_02_15_2	1	Methylobacterium	1	0.01	0.99
S25_2_2011_02_15_2	1	Mogibacterium	1	0.01	1
S25_2_2011_02_15_2	1	Catonella	1	0.01	1
S25_2_2011_02_15_2	1	Clostridium XIX	9	0.1	0.66
S25_2_2011_02_15_2	1	Cloacibacterium	1	0.01	0.54
S25_2_2011_02_15_2	1	Anaerovorax	3	0.03	0.81
S26_1_2011_02_15_1	1	Root	10457	100	1
S26_1_2011_02_15_1	1	Bacteria	10451	99.94	1
S26_1_2011_02_15_1	1	Spirochaetes	268	2.56	0.97
S26_1_2011_02_15_1	1	TM7	9	0.09	0.99
S26_1_2011_02_15_1	1	Firmicutes	5452	52.14	0.99
S26_1_2011_02_15_1	1	Bacteroidetes	2078	19.87	0.99
S26_1_2011_02_15_1	1	Synergistetes	1	0.01	0.98
S26_1_2011_02_15_1	1	Actinobacteria	2445	23.38	0.98
S26_1_2011_02_15_1	1	Tenericutes	1	0.01	0.52
S26_1_2011_02_15_1	1	Fusobacteria	5	0.05	1
S26_1_2011_02_15_1	1	Proteobacteria	123	1.18	0.96
S26_1_2011_02_15_1	1	Spirochaetes	268	2.56	0.97
S26_1_2011_02_15_1	1	Betaproteobacteria	40	0.38	0.98
S26_1_2011_02_15_1	1	Synergistia	1	0.01	0.98
S26_1_2011_02_15_1	1	Bacteroidia	2065	19.75	0.99
S26_1_2011_02_15_1	1	Gammaproteobacteria	5	0.05	1
S26_1_2011_02_15_1	1	Epsilonproteobacteria	77	0.74	0.94
S26_1_2011_02_15_1	1	Bacilli	3259	31.17	0.98
S26_1_2011_02_15_1	1	Mollicutes	1	0.01	0.52
S26_1_2011_02_15_1	1	Sphingobacteria	3	0.03	0.83
S26_1_2011_02_15_1	1	Erysipelotrichia	73	0.7	0.95
S26_1_2011_02_15_1	1	Fusobacteria	5	0.05	1
S26_1_2011_02_15_1	1	Negativicutes	1490	14.25	0.97
S26_1_2011_02_15_1	1	Actinobacteria	2445	23.38	0.98
S26_1_2011_02_15_1	1	Clostridia	585	5.59	0.95
S26_1_2011_02_15_1	1	Actinobacteridae	1288	12.32	0.97
S26_1_2011_02_15_1	1	Coriobacteridae	1146	10.96	0.96
S26_1_2011_02_15_1	1	Coriobacterineae	1146	10.96	0.96
S26_1_2011_02_15_1	1	Micrococcineae	61	0.58	0.8
S26_1_2011_02_15_1	1	Actinomycineae	1110	10.61	0.96
S26_1_2011_02_15_1	1	Lactobacillales	3219	30.78	0.97
S26_1_2011_02_15_1	1	Synergistales	1	0.01	0.98
S26_1_2011_02_15_1	1	Neisseriales	38	0.36	0.99
S26_1_2011_02_15_1	1	Burkholderiales	2	0.02	0.73
S26_1_2011_02_15_1	1	Campylobacterales	76	0.73	0.94
S26_1_2011_02_15_1	1	Clostridiales	585	5.59	0.95
S26_1_2011_02_15_1	1	Pasteurellales	5	0.05	1
S26_1_2011_02_15_1	1	Erysipelotrichales	73	0.7	0.95
S26_1_2011_02_15_1	1	Spirochaetales	268	2.56	0.97
S26_1_2011_02_15_1	1	Anaeroplasmatales	1	0.01	0.52
S26_1_2011_02_15_1	1	Bacillales	10	0.1	0.96
S26_1_2011_02_15_1	1	Bacteroidales	2065	19.75	0.99
S26_1_2011_02_15_1	1	Sphingobacteriales	3	0.03	0.83
S26_1_2011_02_15_1	1	Fusobacteriales	5	0.05	1
S26_1_2011_02_15_1	1	Selenomonadales	1490	14.25	0.97
S26_1_2011_02_15_1	1	Coriobacteriales	1146	10.96	0.96
S26_1_2011_02_15_1	1	Actinomycetales	1248	11.93	0.97
S26_1_2011_02_15_1	1	Bifidobacteriales	35	0.33	0.97
S26_1_2011_02_15_1	1	Actinomycetaceae	1110	10.61	0.96
S26_1_2011_02_15_1	1	Micrococcaceae	33	0.32	0.96
S26_1_2011_02_15_1	1	Coriobacteriaceae	1146	10.96	0.96
S26_1_2011_02_15_1	1	Anaeroplasmataceae	1	0.01	0.52
S26_1_2011_02_15_1	1	Leptotrichiaceae	1	0.01	1
S26_1_2011_02_15_1	1	Streptococcaceae	2831	27.07	0.97
S26_1_2011_02_15_1	1	Eubacteriaceae	66	0.63	0.91
S26_1_2011_02_15_1	1	Neisseriaceae	38	0.36	0.99
S26_1_2011_02_15_1	1	Veillonellaceae	1481	14.16	0.97
S26_1_2011_02_15_1	1	Erysipelotrichaceae	73	0.7	0.95
S26_1_2011_02_15_1	1	Clostridiales_Incertae Sedis XIII	131	1.25	0.93
S26_1_2011_02_15_1	1	Prevotellaceae	1705	16.3	0.98
S26_1_2011_02_15_1	1	Lactobacillaceae	201	1.92	0.93
S26_1_2011_02_15_1	1	Fusobacteriaceae	4	0.04	1
S26_1_2011_02_15_1	1	Spirochaetaceae	267	2.55	0.97
S26_1_2011_02_15_1	1	Lachnospiraceae	1	0.01	1
S26_1_2011_02_15_1	1	Synergistaceae	1	0.01	0.98
S26_1_2011_02_15_1	1	Campylobacteraceae	72	0.69	0.95
S26_1_2011_02_15_1	1	Porphyromonadaceae	343	3.28	0.99
S26_1_2011_02_15_1	1	Carnobacteriaceae	33	0.32	0.8
S26_1_2011_02_15_1	1	Pasteurellaceae	5	0.05	1
S26_1_2011_02_15_1	1	Peptostreptococcaceae	1	0.01	1
S26_1_2011_02_15_1	1	Bacillales_Incertae Sedis XI	9	0.09	1
S26_1_2011_02_15_1	1	Clostridiales_Incertae Sedis XI	366	3.5	0.96
S26_1_2011_02_15_1	1	Enterococcaceae	1	0.01	0.6
S26_1_2011_02_15_1	1	Cytophagaceae	2	0.02	0.99
S26_1_2011_02_15_1	1	Bacteroidales_incertae_sedis	4	0.04	1
S26_1_2011_02_15_1	1	Bifidobacteriaceae	35	0.33	0.97
S26_1_2011_02_15_1	1	Metascardovia	1	0.01	0.5
S26_1_2011_02_15_1	1	Parascardovia	11	0.11	0.88
S26_1_2011_02_15_1	1	Bifidobacterium	20	0.19	0.94
S26_1_2011_02_15_1	1	Rothia	33	0.32	0.95
S26_1_2011_02_15_1	1	Denitrobacterium	1	0.01	0.51
S26_1_2011_02_15_1	1	Actinomyces	1102	10.54	0.96
S26_1_2011_02_15_1	1	Atopobium	893	8.54	0.96
S26_1_2011_02_15_1	1	Olsenella	220	2.1	0.91
S26_1_2011_02_15_1	1	Slackia	9	0.09	0.56
S26_1_2011_02_15_1	1	TM7_genera_incertae_sedis	9	0.09	0.99
S26_1_2011_02_15_1	1	Paralactobacillus	4	0.04	0.59
S26_1_2011_02_15_1	1	Hymenobacter	2	0.02	0.98
S26_1_2011_02_15_1	1	Solobacterium	52	0.5	0.93
S26_1_2011_02_15_1	1	Dialister	39	0.37	0.94
S26_1_2011_02_15_1	1	Xylanibacter	13	0.12	0.62
S26_1_2011_02_15_1	1	Aggregatibacter	5	0.05	0.83
S26_1_2011_02_15_1	1	Asteroleplasma	1	0.01	0.52
S26_1_2011_02_15_1	1	Bergeriella	5	0.05	0.92
S26_1_2011_02_15_1	1	Eubacterium	66	0.63	0.91
S26_1_2011_02_15_1	1	Allisonella	1	0.01	0.8
S26_1_2011_02_15_1	1	Fusobacterium	4	0.04	1
S26_1_2011_02_15_1	1	Peptostreptococcus	1	0.01	1
S26_1_2011_02_15_1	1	Leptotrichia	1	0.01	1
S26_1_2011_02_15_1	1	Granulicatella	19	0.18	0.95
S26_1_2011_02_15_1	1	Kingella	21	0.2	0.84
S26_1_2011_02_15_1	1	Alysiella	1	0.01	0.71
S26_1_2011_02_15_1	1	Porphyromonas	305	2.92	0.99
S26_1_2011_02_15_1	1	Selenomonas	752	7.19	0.91
S26_1_2011_02_15_1	1	Neisseria	1	0.01	0.55
S26_1_2011_02_15_1	1	Campylobacter	72	0.69	0.95
S26_1_2011_02_15_1	1	Gemella	9	0.09	1
S26_1_2011_02_15_1	1	Tannerella	32	0.31	0.99
S26_1_2011_02_15_1	1	Veillonella	344	3.29	0.94
S26_1_2011_02_15_1	1	Streptococcus	2791	26.69	0.97
S26_1_2011_02_15_1	1	Catonella	1	0.01	0.99
S26_1_2011_02_15_1	1	Hallella	33	0.32	0.62
S26_1_2011_02_15_1	1	Centipeda	260	2.49	0.73
S26_1_2011_02_15_1	1	Paraprevotella	13	0.12	0.6
S26_1_2011_02_15_1	1	Lactovum	11	0.11	0.56
S26_1_2011_02_15_1	1	Phocaeicola	4	0.04	1
S26_1_2011_02_15_1	1	Prevotella	1577	15.08	0.96
S26_1_2011_02_15_1	1	Lactobacillus	192	1.84	0.93
S26_1_2011_02_15_1	1	Treponema	267	2.55	0.97
S26_1_2011_02_15_1	1	Parvimonas	364	3.48	0.96
S26_1_2011_02_15_1	1	Eikenella	6	0.06	0.86
S26_1_2011_02_15_1	1	Mogibacterium	129	1.23	0.93
S26_1_2011_02_15_1	1	Bulleidia	20	0.19	0.98
S26_1_2011_02_15_1	1	Thermovirga	1	0.01	0.88
S26_1_2011_02_15_1	1	Anaerovorax	2	0.02	0.58
S26_1_2011_04_27_1	1	Root	5490	100	1
S26_1_2011_04_27_1	1	Archaea	1	0.02	0.5
S26_1_2011_04_27_1	1	Bacteria	5480	99.82	1
S26_1_2011_04_27_1	1	Spirochaetes	443	8.07	0.98
S26_1_2011_04_27_1	1	Proteobacteria	71	1.29	0.97
S26_1_2011_04_27_1	1	TM7	107	1.95	0.93
S26_1_2011_04_27_1	1	Firmicutes	1253	22.82	0.98
S26_1_2011_04_27_1	1	Bacteroidetes	2480	45.17	0.99
S26_1_2011_04_27_1	1	Chloroflexi	3	0.05	0.9
S26_1_2011_04_27_1	1	Actinobacteria	142	2.59	0.96
S26_1_2011_04_27_1	1	Tenericutes	3	0.05	1
S26_1_2011_04_27_1	1	Fusobacteria	811	14.77	0.99
S26_1_2011_04_27_1	1	Synergistetes	95	1.73	0.9
S26_1_2011_04_27_1	1	Spirochaetes	443	8.07	0.98
S26_1_2011_04_27_1	1	Betaproteobacteria	32	0.58	0.99
S26_1_2011_04_27_1	1	Bacteroidia	2391	43.55	0.99
S26_1_2011_04_27_1	1	Flavobacteria	50	0.91	0.99
S26_1_2011_04_27_1	1	Gammaproteobacteria	22	0.4	0.98
S26_1_2011_04_27_1	1	Epsilonproteobacteria	7	0.13	0.92
S26_1_2011_04_27_1	1	Bacilli	315	5.74	0.96
S26_1_2011_04_27_1	1	Mollicutes	3	0.05	1
S26_1_2011_04_27_1	1	Sphingobacteria	6	0.11	0.55
