SampleID	Method-id	Taxa-name	#_of_reads	%_of_total	Avg_Score
S24_1_2011_04_27_1	1	Flavobacteria	238	4.08	0.97
S24_1_2011_04_27_1	1	Gammaproteobacteria	91	1.56	0.94
S24_1_2011_04_27_1	1	Epsilonproteobacteria	65	1.11	0.96
S24_1_2011_04_27_1	1	Bacilli	378	6.48	0.97
S24_1_2011_04_27_1	1	Mollicutes	4	0.07	0.97
S24_1_2011_04_27_1	1	Erysipelotrichia	7	0.12	0.94
S24_1_2011_04_27_1	1	Fusobacteria	1376	23.59	0.98
S24_1_2011_04_27_1	1	Negativicutes	527	9.04	0.97
S24_1_2011_04_27_1	1	Actinobacteria	610	10.46	0.97
S24_1_2011_04_27_1	1	Clostridia	436	7.48	0.95
S24_1_2011_04_27_1	1	Actinobacteridae	595	10.2	0.96
S24_1_2011_04_27_1	1	Coriobacteridae	12	0.21	0.94
S24_1_2011_04_27_1	1	Micrococcineae	21	0.36	0.67
S24_1_2011_04_27_1	1	Actinomycineae	361	6.19	0.95
S24_1_2011_04_27_1	1	Propionibacterineae	9	0.15	0.92
S24_1_2011_04_27_1	1	Coriobacterineae	12	0.21	0.94
S24_1_2011_04_27_1	1	Pseudonocardineae	4	0.07	0.55
S24_1_2011_04_27_1	1	Corynebacterineae	116	1.99	0.93
S24_1_2011_04_27_1	1	Lactobacillales	349	5.98	0.97
S24_1_2011_04_27_1	1	Pasteurellales	14	0.24	0.96
S24_1_2011_04_27_1	1	Fusobacteriales	1376	23.59	0.98
S24_1_2011_04_27_1	1	Cardiobacteriales	76	1.3	0.94
S24_1_2011_04_27_1	1	Flavobacteriales	238	4.08	0.97
S24_1_2011_04_27_1	1	Spirochaetales	124	2.13	0.95
S24_1_2011_04_27_1	1	Clostridiales	436	7.48	0.95
S24_1_2011_04_27_1	1	Synergistales	72	1.23	0.9
S24_1_2011_04_27_1	1	Erysipelotrichales	7	0.12	0.94
S24_1_2011_04_27_1	1	Selenomonadales	527	9.04	0.97
S24_1_2011_04_27_1	1	Neisseriales	19	0.33	0.98
S24_1_2011_04_27_1	1	Bacillales	14	0.24	0.97
S24_1_2011_04_27_1	1	Mycoplasmatales	4	0.07	0.97
S24_1_2011_04_27_1	1	Campylobacterales	65	1.11	0.96
S24_1_2011_04_27_1	1	Bacteroidales	1222	20.95	0.98
S24_1_2011_04_27_1	1	Coriobacteriales	12	0.21	0.94
S24_1_2011_04_27_1	1	Actinomycetales	593	10.17	0.96
S24_1_2011_04_27_1	1	Coriobacteriaceae	12	0.21	0.94
S24_1_2011_04_27_1	1	Pseudonocardiaceae	4	0.07	0.55
S24_1_2011_04_27_1	1	Actinomycetaceae	361	6.19	0.95
S24_1_2011_04_27_1	1	Corynebacteriaceae	112	1.92	0.92
S24_1_2011_04_27_1	1	Micrococcaceae	2	0.03	1
S24_1_2011_04_27_1	1	Propionibacteriaceae	9	0.15	0.92
S24_1_2011_04_27_1	1	Leptotrichiaceae	284	4.87	0.97
S24_1_2011_04_27_1	1	Streptococcaceae	329	5.64	0.96
S24_1_2011_04_27_1	1	Cardiobacteriaceae	76	1.3	0.94
S24_1_2011_04_27_1	1	Eubacteriaceae	106	1.82	0.85
S24_1_2011_04_27_1	1	Neisseriaceae	19	0.33	0.98
S24_1_2011_04_27_1	1	Veillonellaceae	524	8.98	0.96
S24_1_2011_04_27_1	1	Erysipelotrichaceae	7	0.12	0.94
S24_1_2011_04_27_1	1	Clostridiales_Incertae Sedis XIII	45	0.77	0.87
S24_1_2011_04_27_1	1	Prevotellaceae	942	16.15	0.98
S24_1_2011_04_27_1	1	Mycoplasmataceae	4	0.07	0.97
S24_1_2011_04_27_1	1	Fusobacteriaceae	1091	18.71	0.98
S24_1_2011_04_27_1	1	Spirochaetaceae	123	2.11	0.95
S24_1_2011_04_27_1	1	Peptococcaceae 1	21	0.36	0.78
S24_1_2011_04_27_1	1	Lachnospiraceae	139	2.38	0.92
S24_1_2011_04_27_1	1	Ruminococcaceae	1	0.02	0.51
S24_1_2011_04_27_1	1	Synergistaceae	72	1.23	0.9
S24_1_2011_04_27_1	1	Campylobacteraceae	64	1.1	0.95
S24_1_2011_04_27_1	1	Bacillales_Incertae Sedis XI	14	0.24	0.96
S24_1_2011_04_27_1	1	Carnobacteriaceae	9	0.15	0.86
S24_1_2011_04_27_1	1	Pasteurellaceae	14	0.24	0.96
S24_1_2011_04_27_1	1	Peptostreptococcaceae	41	0.7	0.94
S24_1_2011_04_27_1	1	Porphyromonadaceae	264	4.53	0.92
S24_1_2011_04_27_1	1	Clostridiales_Incertae Sedis XI	63	1.08	0.95
S24_1_2011_04_27_1	1	Enterococcaceae	1	0.02	0.7
S24_1_2011_04_27_1	1	Flavobacteriaceae	238	4.08	0.97
S24_1_2011_04_27_1	1	Bacteroidales_incertae_sedis	7	0.12	1
S24_1_2011_04_27_1	1	Tessaracoccus	1	0.02	0.5
S24_1_2011_04_27_1	1	Rothia	2	0.03	1
S24_1_2011_04_27_1	1	Actinomyces	359	6.16	0.95
S24_1_2011_04_27_1	1	Actinomycetospora	1	0.02	0.53
S24_1_2011_04_27_1	1	Corynebacterium	101	1.73	0.91
S24_1_2011_04_27_1	1	Turicella	4	0.07	0.54
S24_1_2011_04_27_1	1	Propionibacterium	1	0.02	0.59
S24_1_2011_04_27_1	1	Olsenella	6	0.1	1
S24_1_2011_04_27_1	1	Slackia	4	0.07	0.99
S24_1_2011_04_27_1	1	TM7_genera_incertae_sedis	546	9.36	0.98
S24_1_2011_04_27_1	1	Paludibacter	126	2.16	0.68
S24_1_2011_04_27_1	1	Johnsonella	5	0.09	0.57
S24_1_2011_04_27_1	1	Peptococcus	20	0.34	0.76
S24_1_2011_04_27_1	1	Actinobacillus	4	0.07	0.93
S24_1_2011_04_27_1	1	Dialister	14	0.24	0.98
S24_1_2011_04_27_1	1	Xylanibacter	14	0.24	0.59
S24_1_2011_04_27_1	1	Capnocytophaga	209	3.58	0.97
S24_1_2011_04_27_1	1	Oribacterium	58	0.99	0.92
S24_1_2011_04_27_1	1	Nicoletella	2	0.03	0.73
S24_1_2011_04_27_1	1	Bergeriella	2	0.03	0.84
S24_1_2011_04_27_1	1	Eubacterium	103	1.77	0.86
S24_1_2011_04_27_1	1	Cardiobacterium	76	1.3	0.94
S24_1_2011_04_27_1	1	Fusobacterium	989	16.96	0.98
S24_1_2011_04_27_1	1	Thermovirga	12	0.21	0.81
S24_1_2011_04_27_1	1	Leptotrichia	279	4.78	0.97
S24_1_2011_04_27_1	1	Granulicatella	8	0.14	0.84
S24_1_2011_04_27_1	1	Kingella	13	0.22	0.83
S24_1_2011_04_27_1	1	Aminiphilus	1	0.02	0.57
S24_1_2011_04_27_1	1	Mitsuokella	1	0.02	0.5
S24_1_2011_04_27_1	1	Alysiella	1	0.02	0.67
S24_1_2011_04_27_1	1	Porphyromonas	16	0.27	0.92
S24_1_2011_04_27_1	1	Selenomonas	324	5.56	0.94
S24_1_2011_04_27_1	1	Neisseria	2	0.03	0.73
S24_1_2011_04_27_1	1	Planobacterium	1	0.02	0.76
S24_1_2011_04_27_1	1	Campylobacter	63	1.08	0.96
S24_1_2011_04_27_1	1	Filifactor	40	0.69	0.95
S24_1_2011_04_27_1	1	Gemella	14	0.24	0.96
S24_1_2011_04_27_1	1	Schwartzia	13	0.22	0.7
S24_1_2011_04_27_1	1	Tannerella	96	1.65	0.96
S24_1_2011_04_27_1	1	Howardella	1	0.02	0.87
S24_1_2011_04_27_1	1	Riemerella	1	0.02	0.6
S24_1_2011_04_27_1	1	Anaeroglobus	15	0.26	0.87
S24_1_2011_04_27_1	1	Veillonella	15	0.26	0.95
S24_1_2011_04_27_1	1	Streptococcus	329	5.64	0.96
S24_1_2011_04_27_1	1	Catonella	16	0.27	0.95
S24_1_2011_04_27_1	1	Hallella	8	0.14	0.67
S24_1_2011_04_27_1	1	Centipeda	106	1.82	0.79
S24_1_2011_04_27_1	1	Vagococcus	1	0.02	0.53
S24_1_2011_04_27_1	1	Simonsiella	1	0.02	0.54
S24_1_2011_04_27_1	1	Pseudoramibacter	2	0.03	0.77
S24_1_2011_04_27_1	1	Prevotella	881	15.11	0.96
S24_1_2011_04_27_1	1	Phocaeicola	7	0.12	1
S24_1_2011_04_27_1	1	Coenonia	3	0.05	0.57
S24_1_2011_04_27_1	1	Dysgonomonas	1	0.02	0.51
S24_1_2011_04_27_1	1	Syntrophococcus	8	0.14	0.64
S24_1_2011_04_27_1	1	Treponema	123	2.11	0.95
S24_1_2011_04_27_1	1	Parvimonas	62	1.06	0.96
S24_1_2011_04_27_1	1	Mycoplasma	4	0.07	0.97
S24_1_2011_04_27_1	1	Mogibacterium	23	0.39	0.96
S24_1_2011_04_27_1	1	Bulleidia	6	0.1	1
S24_1_2011_04_27_1	1	Clostridium XIX	78	1.34	0.69
S24_1_2011_04_27_1	1	Aggregatibacter	3	0.05	0.79
S24_1_2011_04_27_1	1	Anaerovorax	22	0.38	0.77
S24_2_2011_02_15_2	1	Root	9825	100	1
S24_2_2011_02_15_2	1	Archaea	1	0.01	0.57
S24_2_2011_02_15_2	1	Bacteria	9823	99.98	1
S24_2_2011_02_15_2	1	Spirochaetes	14	0.14	0.96
S24_2_2011_02_15_2	1	TM7	3	0.03	1
S24_2_2011_02_15_2	1	Proteobacteria	5	0.05	1
S24_2_2011_02_15_2	1	Firmicutes	7213	73.41	1
S24_2_2011_02_15_2	1	Bacteroidetes	852	8.67	0.99
S24_2_2011_02_15_2	1	Actinobacteria	1376	14.01	0.99
S24_2_2011_02_15_2	1	Fusobacteria	339	3.45	0.99
S24_2_2011_02_15_2	1	Synergistetes	6	0.06	0.76
S24_2_2011_02_15_2	1	Spirochaetes	14	0.14	0.96
S24_2_2011_02_15_2	1	Betaproteobacteria	1	0.01	1
S24_2_2011_02_15_2	1	Synergistia	6	0.06	0.76
S24_2_2011_02_15_2	1	Bacteroidia	812	8.26	0.99
S24_2_2011_02_15_2	1	Flavobacteria	1	0.01	1
S24_2_2011_02_15_2	1	Epsilonproteobacteria	4	0.04	1
S24_2_2011_02_15_2	1	Actinobacteria	1376	14.01	0.99
S24_2_2011_02_15_2	1	Sphingobacteria	39	0.4	0.96
S24_2_2011_02_15_2	1	Erysipelotrichia	1	0.01	1
S24_2_2011_02_15_2	1	Fusobacteria	339	3.45	0.99
S24_2_2011_02_15_2	1	Clostridia	281	2.86	0.98
S24_2_2011_02_15_2	1	Bacilli	6885	70.08	0.99
S24_2_2011_02_15_2	1	Negativicutes	40	0.41	1
S24_2_2011_02_15_2	1	Actinobacteridae	368	3.75	0.99
S24_2_2011_02_15_2	1	Coriobacteridae	1004	10.22	0.97
S24_2_2011_02_15_2	1	Coriobacterineae	1004	10.22	0.97
S24_2_2011_02_15_2	1	Micrococcineae	42	0.43	0.99
S24_2_2011_02_15_2	1	Corynebacterineae	1	0.01	1
S24_2_2011_02_15_2	1	Actinomycineae	11	0.11	0.93
S24_2_2011_02_15_2	1	Lactobacillales	6847	69.69	0.99
S24_2_2011_02_15_2	1	Erysipelotrichales	1	0.01	1
S24_2_2011_02_15_2	1	Fusobacteriales	339	3.45	0.99
S24_2_2011_02_15_2	1	Flavobacteriales	1	0.01	1
S24_2_2011_02_15_2	1	Campylobacterales	4	0.04	1
S24_2_2011_02_15_2	1	Clostridiales	281	2.86	0.98
S24_2_2011_02_15_2	1	Synergistales	6	0.06	0.76
S24_2_2011_02_15_2	1	Neisseriales	1	0.01	1
S24_2_2011_02_15_2	1	Spirochaetales	14	0.14	0.96
S24_2_2011_02_15_2	1	Bacillales	17	0.17	0.95
S24_2_2011_02_15_2	1	Selenomonadales	40	0.41	1
S24_2_2011_02_15_2	1	Sphingobacteriales	39	0.4	0.96
S24_2_2011_02_15_2	1	Bacteroidales	812	8.26	0.99
S24_2_2011_02_15_2	1	Coriobacteriales	1004	10.22	0.97
S24_2_2011_02_15_2	1	Actinomycetales	55	0.56	0.99
S24_2_2011_02_15_2	1	Bifidobacteriales	313	3.19	0.99
S24_2_2011_02_15_2	1	Actinomycetaceae	11	0.11	0.93
S24_2_2011_02_15_2	1	Micrococcaceae	42	0.43	0.98
S24_2_2011_02_15_2	1	Coriobacteriaceae	1004	10.22	0.97
S24_2_2011_02_15_2	1	Mycobacteriaceae	1	0.01	1
S24_2_2011_02_15_2	1	Bacillales_Incertae Sedis XI	17	0.17	0.95
S24_2_2011_02_15_2	1	Cytophagaceae	36	0.37	0.97
S24_2_2011_02_15_2	1	Streptococcaceae	92	0.94	0.98
S24_2_2011_02_15_2	1	Leuconostocaceae	1	0.01	0.5
S24_2_2011_02_15_2	1	Clostridiales_Incertae Sedis XIII	16	0.16	0.99
S24_2_2011_02_15_2	1	Prevotellaceae	790	8.04	0.99
S24_2_2011_02_15_2	1	Leptotrichiaceae	1	0.01	0.61
S24_2_2011_02_15_2	1	Lactobacillaceae	6641	67.59	0.98
S24_2_2011_02_15_2	1	Erysipelotrichaceae	1	0.01	1
S24_2_2011_02_15_2	1	Campylobacteraceae	4	0.04	1
S24_2_2011_02_15_2	1	Fusobacteriaceae	338	3.44	0.99
S24_2_2011_02_15_2	1	Porphyromonadaceae	19	0.19	1
S24_2_2011_02_15_2	1	Spirochaetaceae	14	0.14	0.96
S24_2_2011_02_15_2	1	Carnobacteriaceae	18	0.18	0.59
S24_2_2011_02_15_2	1	Eubacteriaceae	51	0.52	0.96
S24_2_2011_02_15_2	1	Flavobacteriaceae	1	0.01	1
S24_2_2011_02_15_2	1	Neisseriaceae	1	0.01	1
S24_2_2011_02_15_2	1	Veillonellaceae	40	0.41	0.99
S24_2_2011_02_15_2	1	Lachnospiraceae	20	0.2	0.92
S24_2_2011_02_15_2	1	Clostridiales_Incertae Sedis XI	188	1.91	0.99
S24_2_2011_02_15_2	1	Synergistaceae	6	0.06	0.76
S24_2_2011_02_15_2	1	Bifidobacteriaceae	313	3.19	0.99
S24_2_2011_02_15_2	1	Parascardovia	295	3	0.98
S24_2_2011_02_15_2	1	Bifidobacterium	9	0.09	1
S24_2_2011_02_15_2	1	Scardovia	9	0.09	0.99
S24_2_2011_02_15_2	1	Rothia	41	0.42	0.98
S24_2_2011_02_15_2	1	Mycobacterium	1	0.01	1
S24_2_2011_02_15_2	1	Cryptobacterium	1	0.01	0.99
S24_2_2011_02_15_2	1	Actinomyces	11	0.11	0.93
S24_2_2011_02_15_2	1	Atopobium	25	0.25	0.96
S24_2_2011_02_15_2	1	Olsenella	930	9.47	0.86
S24_2_2011_02_15_2	1	Slackia	1	0.01	1
S24_2_2011_02_15_2	1	TM7_genera_incertae_sedis	3	0.03	1
S24_2_2011_02_15_2	1	Paralactobacillus	6	0.06	0.57
S24_2_2011_02_15_2	1	Hymenobacter	34	0.35	0.97
S24_2_2011_02_15_2	1	Solobacterium	1	0.01	1
S24_2_2011_02_15_2	1	Peptoniphilus	1	0.01	1
S24_2_2011_02_15_2	1	Xylanibacter	6	0.06	0.6
S24_2_2011_02_15_2	1	Capnocytophaga	1	0.01	0.99
S24_2_2011_02_15_2	1	Eubacterium	39	0.4	0.96
S24_2_2011_02_15_2	1	Fusobacterium	324	3.3	0.99
S24_2_2011_02_15_2	1	Thermovirga	1	0.01	0.56
S24_2_2011_02_15_2	1	Neisseria	1	0.01	1
S24_2_2011_02_15_2	1	Selenomonas	6	0.06	0.8
S24_2_2011_02_15_2	1	Porphyromonas	19	0.19	1
S24_2_2011_02_15_2	1	Campylobacter	4	0.04	1
S24_2_2011_02_15_2	1	Gemella	17	0.17	0.95
S24_2_2011_02_15_2	1	Schwartzia	2	0.02	0.77
S24_2_2011_02_15_2	1	Howardella	14	0.14	0.68
S24_2_2011_02_15_2	1	Megasphaera	1	0.01	0.78
S24_2_2011_02_15_2	1	Anaeroglobus	8	0.08	1
S24_2_2011_02_15_2	1	Dialister	18	0.18	1
S24_2_2011_02_15_2	1	Pseudoramibacter	12	0.12	0.98
S24_2_2011_02_15_2	1	Hallella	8	0.08	0.61
S24_2_2011_02_15_2	1	Paraprevotella	1	0.01	0.51
S24_2_2011_02_15_2	1	Streptococcus	92	0.94	0.98
S24_2_2011_02_15_2	1	Prevotella	751	7.64	0.97
S24_2_2011_02_15_2	1	Lactobacillus	6617	67.35	0.98
S24_2_2011_02_15_2	1	Treponema	13	0.13	0.99
S24_2_2011_02_15_2	1	Parvimonas	187	1.9	0.99
S24_2_2011_02_15_2	1	Veillonella	3	0.03	0.99
S24_2_2011_02_15_2	1	Mogibacterium	16	0.16	0.98
S24_2_2011_02_15_2	1	Catonella	1	0.01	1
S24_2_2011_02_15_2	1	Clostridium XIX	12	0.12	0.64
S25_1_2011_02_15_1	1	Root	10132	100	1
S25_1_2011_02_15_1	1	Bacteria	10126	99.94	1
S25_1_2011_02_15_1	1	Spirochaetes	977	9.64	0.98
S25_1_2011_02_15_1	1	TM7	151	1.49	0.99
S25_1_2011_02_15_1	1	Firmicutes	1903	18.78	0.98
S25_1_2011_02_15_1	1	Bacteroidetes	5102	50.36	0.99
S25_1_2011_02_15_1	1	Synergistetes	325	3.21	0.92
S25_1_2011_02_15_1	1	Actinobacteria	137	1.35	0.98
S25_1_2011_02_15_1	1	Tenericutes	8	0.08	1
S25_1_2011_02_15_1	1	Fusobacteria	1245	12.29	0.98
S25_1_2011_02_15_1	1	Proteobacteria	212	2.09	0.97
S25_1_2011_02_15_1	1	Spirochaetes	977	9.64	0.98
S25_1_2011_02_15_1	1	Betaproteobacteria	5	0.05	1
S25_1_2011_02_15_1	1	Bacteroidia	5010	49.45	0.98
S25_1_2011_02_15_1	1	Flavobacteria	43	0.42	0.99
S25_1_2011_02_15_1	1	Epsilonproteobacteria	153	1.51	0.97
S25_1_2011_02_15_1	1	Actinobacteria	137	1.35	0.98
S25_1_2011_02_15_1	1	Mollicutes	8	0.08	1
S25_1_2011_02_15_1	1	Sphingobacteria	7	0.07	0.76
S25_1_2011_02_15_1	1	Bacilli	170	1.68	0.95
S25_1_2011_02_15_1	1	Erysipelotrichia	5	0.05	1
S25_1_2011_02_15_1	1	Fusobacteria	1245	12.29	0.98
S25_1_2011_02_15_1	1	Clostridia	1427	14.08	0.97
S25_1_2011_02_15_1	1	Synergistia	325	3.21	0.92
S25_1_2011_02_15_1	1	Negativicutes	294	2.9	0.98
S25_1_2011_02_15_1	1	Deltaproteobacteria	51	0.5	0.98
S25_1_2011_02_15_1	1	Actinobacteridae	106	1.05	0.98
S25_1_2011_02_15_1	1	Coriobacteridae	30	0.3	0.98
S25_1_2011_02_15_1	1	Corynebacterineae	1	0.01	0.99
S25_1_2011_02_15_1	1	Coriobacterineae	30	0.3	0.98
S25_1_2011_02_15_1	1	Micrococcineae	2	0.02	1
S25_1_2011_02_15_1	1	Actinomycineae	86	0.85	0.9
S25_1_2011_02_15_1	1	Propionibacterineae	1	0.01	1
S25_1_2011_02_15_1	1	Lactobacillales	142	1.4	0.94
S25_1_2011_02_15_1	1	Erysipelotrichales	5	0.05	1
S25_1_2011_02_15_1	1	Fusobacteriales	1245	12.29	0.98
S25_1_2011_02_15_1	1	Flavobacteriales	43	0.42	0.99
S25_1_2011_02_15_1	1	Campylobacterales	153	1.51	0.97
S25_1_2011_02_15_1	1	Clostridiales	1425	14.06	0.97
S25_1_2011_02_15_1	1	Mycoplasmatales	8	0.08	1
S25_1_2011_02_15_1	1	Synergistales	325	3.21	0.92
S25_1_2011_02_15_1	1	Neisseriales	5	0.05	1
S25_1_2011_02_15_1	1	Selenomonadales	294	2.9	0.98
S25_1_2011_02_15_1	1	Desulfobacterales	51	0.5	0.98
S25_1_2011_02_15_1	1	Bacillales	21	0.21	0.84
S25_1_2011_02_15_1	1	Bacteroidales	5010	49.45	0.98
S25_1_2011_02_15_1	1	Sphingobacteriales	7	0.07	0.76
S25_1_2011_02_15_1	1	Spirochaetales	977	9.64	0.98
S25_1_2011_02_15_1	1	Coriobacteriales	30	0.3	0.98
S25_1_2011_02_15_1	1	Actinomycetales	100	0.99	0.97
S25_1_2011_02_15_1	1	Bifidobacteriales	6	0.06	0.99
S25_1_2011_02_15_1	1	Actinomycetaceae	86	0.85	0.9
S25_1_2011_02_15_1	1	Mycobacteriaceae	1	0.01	0.99
S25_1_2011_02_15_1	1	Micrococcaceae	2	0.02	1
S25_1_2011_02_15_1	1	Coriobacteriaceae	30	0.3	0.98
S25_1_2011_02_15_1	1	Propionibacteriaceae	1	0.01	1
S25_1_2011_02_15_1	1	Leptotrichiaceae	49	0.48	0.97
S25_1_2011_02_15_1	1	Streptococcaceae	128	1.26	0.94
S25_1_2011_02_15_1	1	Eubacteriaceae	275	2.71	0.94
S25_1_2011_02_15_1	1	Neisseriaceae	5	0.05	1
S25_1_2011_02_15_1	1	Veillonellaceae	291	2.87	0.97
S25_1_2011_02_15_1	1	Erysipelotrichaceae	5	0.05	1
S25_1_2011_02_15_1	1	Clostridiales_Incertae Sedis XIII	183	1.81	0.89
S25_1_2011_02_15_1	1	Prevotellaceae	2240	22.11	0.99
S25_1_2011_02_15_1	1	Lactobacillaceae	5	0.05	0.91
S25_1_2011_02_15_1	1	Mycoplasmataceae	8	0.08	1
S25_1_2011_02_15_1	1	Fusobacteriaceae	1196	11.8	0.98
S25_1_2011_02_15_1	1	Spirochaetaceae	975	9.62	0.98
S25_1_2011_02_15_1	1	Cyclobacteriaceae	1	0.01	0.52
S25_1_2011_02_15_1	1	Peptococcaceae 1	1	0.01	0.58
S25_1_2011_02_15_1	1	Lachnospiraceae	28	0.28	0.95
S25_1_2011_02_15_1	1	Synergistaceae	325	3.21	0.92
S25_1_2011_02_15_1	1	Campylobacteraceae	150	1.48	0.97
S25_1_2011_02_15_1	1	Bacillales_Incertae Sedis XI	16	0.16	0.92
S25_1_2011_02_15_1	1	Peptostreptococcaceae	273	2.69	0.96
S25_1_2011_02_15_1	1	Porphyromonadaceae	2722	26.87	0.96
S25_1_2011_02_15_1	1	Clostridiales_Incertae Sedis XI	603	5.95	0.94
S25_1_2011_02_15_1	1	Cytophagaceae	3	0.03	1
S25_1_2011_02_15_1	1	Flavobacteriaceae	43	0.42	0.99
S25_1_2011_02_15_1	1	Bacteroidales_incertae_sedis	20	0.2	0.97
S25_1_2011_02_15_1	1	Desulfobulbaceae	51	0.5	0.98
S25_1_2011_02_15_1	1	Bifidobacteriaceae	6	0.06	0.99
S25_1_2011_02_15_1	1	Parascardovia	1	0.01	1
S25_1_2011_02_15_1	1	Scardovia	5	0.05	0.96
S25_1_2011_02_15_1	1	Rothia	2	0.02	0.98
S25_1_2011_02_15_1	1	Mycobacterium	1	0.01	0.99
S25_1_2011_02_15_1	1	Actinomyces	86	0.85	0.9
S25_1_2011_02_15_1	1	Propionibacterium	1	0.01	1
S25_1_2011_02_15_1	1	Atopobium	10	0.1	0.99
S25_1_2011_02_15_1	1	Olsenella	17	0.17	0.92
S25_1_2011_02_15_1	1	Slackia	2	0.02	0.88
S25_1_2011_02_15_1	1	TM7_genera_incertae_sedis	151	1.49	0.99
S25_1_2011_02_15_1	1	Centipeda	31	0.31	0.83
S25_1_2011_02_15_1	1	Peptostreptococcus	12	0.12	0.94
S25_1_2011_02_15_1	1	Peptococcus	1	0.01	0.58
S25_1_2011_02_15_1	1	Peptostreptococcaceae_incertae_sedis	1	0.01	1
S25_1_2011_02_15_1	1	Dialister	56	0.55	0.97
S25_1_2011_02_15_1	1	Xylanibacter	19	0.19	0.62
S25_1_2011_02_15_1	1	Capnocytophaga	42	0.41	0.96
S25_1_2011_02_15_1	1	Oribacterium	2	0.02	0.96
S25_1_2011_02_15_1	1	Eubacterium	232	2.29	0.93
S25_1_2011_02_15_1	1	Aminobacterium	9	0.09	0.53
S25_1_2011_02_15_1	1	Hymenobacter	3	0.03	1
S25_1_2011_02_15_1	1	Fusobacterium	1084	10.7	0.99
S25_1_2011_02_15_1	1	Thermovirga	33	0.33	0.73
S25_1_2011_02_15_1	1	Leptotrichia	47	0.46	0.98
S25_1_2011_02_15_1	1	Proteiniphilum	1	0.01	0.51
S25_1_2011_02_15_1	1	Kingella	5	0.05	0.94
S25_1_2011_02_15_1	1	Aminiphilus	7	0.07	0.52
S25_1_2011_02_15_1	1	Solobacterium	5	0.05	0.97
S25_1_2011_02_15_1	1	Mitsuokella	3	0.03	0.6
S25_1_2011_02_15_1	1	Porphyromonas	1287	12.7	0.97
S25_1_2011_02_15_1	1	Filifactor	259	2.56	0.96
S25_1_2011_02_15_1	1	Campylobacter	149	1.47	0.97
S25_1_2011_02_15_1	1	Selenomonas	127	1.25	0.91
S25_1_2011_02_15_1	1	Gemella	16	0.16	0.92
S25_1_2011_02_15_1	1	Schwartzia	26	0.26	0.78
S25_1_2011_02_15_1	1	Desulfobulbus	50	0.49	0.97
S25_1_2011_02_15_1	1	Tannerella	474	4.68	0.97
S25_1_2011_02_15_1	1	Howardella	3	0.03	0.74
S25_1_2011_02_15_1	1	Anaeroglobus	4	0.04	0.86
S25_1_2011_02_15_1	1	Veillonella	26	0.26	0.97
S25_1_2011_02_15_1	1	Streptococcus	126	1.24	0.94
S25_1_2011_02_15_1	1	Hallella	31	0.31	0.63
S25_1_2011_02_15_1	1	Paludibacter	813	8.02	0.69
S25_1_2011_02_15_1	1	Tissierella	37	0.37	0.57
S25_1_2011_02_15_1	1	Lactobacillus	5	0.05	0.9
S25_1_2011_02_15_1	1	Pseudoramibacter	43	0.42	0.97
S25_1_2011_02_15_1	1	Prevotella	2152	21.24	0.98
S25_1_2011_02_15_1	1	Phocaeicola	20	0.2	0.97
S25_1_2011_02_15_1	1	Dysgonomonas	7	0.07	0.52
S25_1_2011_02_15_1	1	Treponema	975	9.62	0.98
S25_1_2011_02_15_1	1	Parvimonas	517	5.1	0.97
S25_1_2011_02_15_1	1	Clostridium XlVb	1	0.01	0.69
S25_1_2011_02_15_1	1	Mycoplasma	8	0.08	1
S25_1_2011_02_15_1	1	Mogibacterium	87	0.86	0.97
S25_1_2011_02_15_1	1	Catonella	21	0.21	0.97
S25_1_2011_02_15_1	1	Clostridium XIX	86	0.85	0.64
S25_1_2011_02_15_1	1	Anaerovorax	95	0.94	0.81
S25_1_2011_04_27_1	1	Root	5592	100	1
S25_1_2011_04_27_1	1	Bacteria	5584	99.86	1
S25_1_2011_04_27_1	1	Spirochaetes	145	2.59	0.96
S25_1_2011_04_27_1	1	TM7	26	0.46	0.96
S25_1_2011_04_27_1	1	Proteobacteria	59	1.06	0.96
S25_1_2011_04_27_1	1	Firmicutes	1778	31.8	0.96
S25_1_2011_04_27_1	1	Bacteroidetes	1019	18.22	0.97
S25_1_2011_04_27_1	1	Chloroflexi	1	0.02	0.97
S25_1_2011_04_27_1	1	Actinobacteria	1562	27.93	0.97
S25_1_2011_04_27_1	1	Tenericutes	2	0.04	0.76
S25_1_2011_04_27_1	1	Fusobacteria	838	14.99	0.97
S25_1_2011_04_27_1	1	Synergistetes	52	0.93	0.91
S25_1_2011_04_27_1	1	Spirochaetes	145	2.59	0.96
S25_1_2011_04_27_1	1	Betaproteobacteria	4	0.07	1
S25_1_2011_04_27_1	1	Synergistia	52	0.93	0.91
S25_1_2011_04_27_1	1	Bacteroidia	904	16.17	0.97
S25_1_2011_04_27_1	1	Flavobacteria	109	1.95	0.96
S25_1_2011_04_27_1	1	Gammaproteobacteria	8	0.14	0.94
S25_1_2011_04_27_1	1	Epsilonproteobacteria	46	0.82	0.96
S25_1_2011_04_27_1	1	Actinobacteria	1562	27.93	0.97
S25_1_2011_04_27_1	1	Mollicutes	2	0.04	0.76
S25_1_2011_04_27_1	1	Anaerolineae	1	0.02	0.94
S25_1_2011_04_27_1	1	Fusobacteria	838	14.99	0.97
S25_1_2011_04_27_1	1	Clostridia	412	7.37	0.93
S25_1_2011_04_27_1	1	Bacilli	850	15.2	0.94
